7.9e-09, -1.795140E-11
8e-09, -1.284116E-11
8.1e-09, -9.156221E-12
8.2e-09, -6.507991E-12
8.3e-09, -4.611147E-12
8.4e-09, -3.256975E-12
8.5e-09, -2.293372E-12
8.6e-09, -1.609902E-12
8.7e-09, -1.126671E-12
8.8e-09, -7.860893E-13
8.9e-09, -5.467885E-13
9e-09, -3.791567E-13
9.1e-09, -2.620680E-13
9.2e-09, -1.804985E-13
9.3e-09, -1.237956E-13
9.4e-09, -8.442357E-14
9.5e-09, -5.705895E-14
9.6e-09, -3.793700E-14
9.7e-09, -2.438001E-14
9.8e-09, -1.445370E-14
9.9e-09, -6.712090E-15
0, -4.686019E-07
1e-10, -8.941498E-07
2e-10, -1.239540E-06
3e-10, -1.476576E-06
4e-10, -1.587831E-06
5e-10, -1.567369E-06
6e-10, -1.420385E-06
7e-10, -1.161914E-06
8e-10, -8.148337E-07
9e-10, -4.074320E-07
1e-09, 2.922267E-08
1.1e-09, 4.638444E-07
1.2e-09, 8.672324E-07
1.3e-09, 1.214159E-06
1.4e-09, 1.484745E-06
1.5e-09, 1.665291E-06
1.6e-09, 1.748563E-06
1.7e-09, 1.733598E-06
1.8e-09, 1.625104E-06
1.9e-09, 1.432560E-06
2e-09, 1.169120E-06
2.1e-09, 8.504306E-07
2.2e-09, 4.934488E-07
2.3e-09, 1.153494E-07
2.4e-09, -2.674292E-07
2.5e-09, -6.399561E-07
2.6e-09, -9.893788E-07
2.7e-09, -1.305289E-06
2.8e-09, -1.579899E-06
2.9e-09, -1.808045E-06
3e-09, -1.987049E-06
3.1e-09, -2.116481E-06
3.2e-09, -2.197832E-06
3.3e-09, -2.234159E-06
3.4e-09, -2.229701E-06
3.5e-09, -2.189515E-06
3.6e-09, -2.119128E-06
3.7e-09, -2.024240E-06
3.8e-09, -1.910463E-06
3.9e-09, -1.783121E-06
4e-09, -1.647098E-06
4.1e-09, -1.506729E-06
4.2e-09, -1.365747E-06
4.3e-09, -1.227255E-06
4.4e-09, -1.093740E-06
4.5e-09, -9.670994E-07
4.6e-09, -8.486956E-07
4.7e-09, -7.394133E-07
4.8e-09, -6.397277E-07
4.9e-09, -5.497721E-07
5e-09, -4.694049E-07
5.1e-09, -3.982717E-07
5.2e-09, -3.358617E-07
5.3e-09, -2.815572E-07
5.4e-09, -2.346758E-07
5.5e-09, -1.945051E-07
5.6e-09, -1.603304E-07
5.7e-09, -1.314558E-07
5.8e-09, -1.072200E-07
5.9e-09, -8.700714E-08
6e-09, -7.025281E-08
6.1e-09, -5.644779E-08
6.2e-09, -4.513847E-08
6.3e-09, -3.592554E-08
6.4e-09, -2.846126E-08
6.5e-09, -2.244581E-08
6.6e-09, -1.762304E-08
6.7e-09, -1.377602E-08
6.8e-09, -1.072247E-08
6.9e-09, -8.310445E-09
7e-09, -6.414165E-09
7.1e-09, -4.930259E-09
7.2e-09, -3.774326E-09
7.3e-09, -2.877889E-09
7.4e-09, -2.185737E-09
7.5e-09, -1.653614E-09
7.6e-09, -1.246250E-09
7.7e-09, -9.356903E-10
7.8e-09, -6.999004E-10
7.9e-09, -5.215997E-10
8e-09, -3.873064E-10
8.1e-09, -2.865542E-10
8.2e-09, -2.112572E-10
8.3e-09, -1.551980E-10
8.4e-09, -1.136177E-10
8.5e-09, -8.289086E-11
8.6e-09, -6.026704E-11
8.7e-09, -4.366914E-11
8.8e-09, -3.153501E-11
8.9e-09, -2.269468E-11
9e-09, -1.627541E-11
9.1e-09, -1.162871E-11
9.2e-09, -8.274445E-12
9.3e-09, -5.858278E-12
9.4e-09, -4.119351E-12
9.5e-09, -2.865827E-12
9.6e-09, -1.956390E-12
9.7e-09, -1.286213E-12
9.8e-09, -7.762054E-13
9.9e-09, -3.645886E-13
0, -4.677403E-07
1e-10, -8.824300E-07
2e-10, -1.199004E-06
3e-10, -1.384938E-06
4e-10, -1.423062E-06
5e-10, -1.312484E-06
6e-10, -1.067685E-06
7e-10, -7.160825E-07
8e-10, -2.944453E-07
9e-10, 1.553324E-07
1e-09, 5.906113E-07
1.1e-09, 9.720800E-07
1.2e-09, 1.267152E-06
1.3e-09, 1.452428E-06
1.4e-09, 1.515096E-06
1.5e-09, 1.453245E-06
1.6e-09, 1.275201E-06
1.7e-09, 9.980432E-07
1.8e-09, 6.455410E-07
1.9e-09, 2.457456E-07
2e-09, -1.715053E-07
2.1e-09, -5.769567E-07
2.2e-09, -9.440009E-07
2.3e-09, -1.250310E-06
2.4e-09, -1.478967E-06
2.5e-09, -1.619070E-06
2.6e-09, -1.665843E-06
2.7e-09, -1.620304E-06
2.8e-09, -1.488594E-06
2.9e-09, -1.281038E-06
3e-09, -1.011068E-06
3.1e-09, -6.940939E-07
3.2e-09, -3.464002E-07
3.3e-09, 1.585186E-08
3.4e-09, 3.774731E-07
3.5e-09, 7.249143E-07
3.6e-09, 1.046741E-06
3.7e-09, 1.333916E-06
3.8e-09, 1.579910E-06
3.9e-09, 1.780651E-06
4e-09, 1.934365E-06
4.1e-09, 2.041305E-06
4.2e-09, 2.103442E-06
4.3e-09, 2.124102E-06
4.4e-09, 2.107618E-06
4.5e-09, 2.058981E-06
4.6e-09, 1.983525E-06
4.7e-09, 1.886660E-06
4.8e-09, 1.773638E-06
4.9e-09, 1.649386E-06
5e-09, 1.518369E-06
5.1e-09, 1.384513E-06
5.2e-09, 1.251157E-06
5.3e-09, 1.121043E-06
5.4e-09, 9.963363E-07
5.5e-09, 8.786573E-07
5.6e-09, 7.691364E-07
5.7e-09, 6.684728E-07
5.8e-09, 5.769984E-07
5.9e-09, 4.947432E-07
6e-09, 4.214967E-07
6.1e-09, 3.568654E-07
6.2e-09, 3.003244E-07
6.3e-09, 2.512621E-07
6.4e-09, 2.090171E-07
6.5e-09, 1.729097E-07
6.6e-09, 1.422652E-07
6.7e-09, 1.164330E-07
6.8e-09, 9.479894E-08
6.9e-09, 7.679450E-08
7e-09, 6.190165E-08
7.1e-09, 4.965507E-08
7.2e-09, 3.964200E-08
7.3e-09, 3.150049E-08
7.4e-09, 2.491644E-08
7.5e-09, 1.961991E-08
7.6e-09, 1.538097E-08
7.7e-09, 1.200545E-08
7.8e-09, 9.330649E-09
7.9e-09, 7.221258E-09
8e-09, 5.565566E-09
8.1e-09, 4.271967E-09
8.2e-09, 3.265829E-09
8.3e-09, 2.486736E-09
8.4e-09, 1.886071E-09
8.5e-09, 1.424944E-09
8.6e-09, 1.072419E-09
8.7e-09, 8.040189E-10
8.8e-09, 6.004844E-10
8.9e-09, 4.467344E-10
9e-09, 3.310184E-10
9.1e-09, 2.442233E-10
9.2e-09, 1.793105E-10
9.3e-09, 1.308641E-10
9.4e-09, 9.472698E-11
9.5e-09, 6.771143E-11
9.6e-09, 4.736708E-11
9.7e-09, 3.179519E-11
9.8e-09, 1.949777E-11
9.9e-09, 9.251838E-12
